DATE,MinTemp,MaxTemp,AvgTemp,Sunrise,Sunset
2/14/2016,42,60,51,652,1822
2/15/2016,38,58,48,651,1822
2/16/2016,37,59,48,651,1823
2/17/2016,44,57,51,650,1823
2/18/2016,38,57,48,649,1823
2/19/2016,36,57,47,649,1824
2/20/2016,37,59,48,648,1824
2/21/2016,39,61,50,647,1825
2/22/2016,43,60,52,647,1825
2/23/2016,45,63,54,646,1825
2/24/2016,45,62,54,646,1826
2/25/2016,39,53,46,645,1826
2/26/2016,36,53,45,644,1827
2/27/2016,36,59,48,643,1827
2/28/2016,36,55,46,643,1827
2/29/2016,37,60,49,642,1828
3/1/2016,40,60,50,641,1828
3/2/2016,39,61,50,640,1828
3/3/2016,44,57,51,640,1829
3/4/2016,42,58,50,639,1829
3/5/2016,39,56,48,638,1829
3/6/2016,37,60,49,637,1830
3/7/2016,40,58,49,637,1830
3/8/2016,43,66,55,636,1830
3/9/2016,40,60,50,635,1831
3/10/2016,37,57,47,634,1831
3/11/2016,36,52,44,633,1831
3/12/2016,36,54,45,632,1832
3/13/2016,38,53,46,632,1832
3/14/2016,40,54,47,631,1832
3/15/2016,36,52,44,630,1832
3/16/2016,38,51,45,629,1833
3/17/2016,34,55,45,628,1833
3/18/2016,35,53,44,627,1833
3/19/2016,36,55,46,626,1833
3/20/2016,38,54,46,626,1834
3/21/2016,36,55,46,625,1834
3/22/2016,35,52,44,624,1834
3/23/2016,34,46,40,623,1834
3/24/2016,33,47,40,622,1835
3/25/2016,31,51,41,621,1835
3/26/2016,34,50,42,620,1835
3/27/2016,38,56,47,620,1835
3/28/2016,42,60,51,619,1836
3/29/2016,43,61,52,618,1836
3/30/2016,42,60,51,617,1836
3/31/2016,44,59,52,616,1836
4/1/2016,42,57,50,615,1837
4/2/2016,41,59,50,614,1837
4/3/2016,42,62,52,614,1837
4/4/2016,47,60,54,613,1838
4/5/2016,44,61,53,612,1838
4/6/2016,40,59,50,611,1838
4/7/2016,36,60,48,610,1838
4/8/2016,38,54,46,610,1839
4/9/2016,40,56,48,609,1839
4/10/2016,40,54,47,608,1839
4/11/2016,41,60,51,607,1839
4/12/2016,41,59,50,606,1840
4/13/2016,39,59,49,606,1840
4/14/2016,41,57,49,605,1840
4/15/2016,36,53,45,604,1841
4/16/2016,36,51,44,603,1841
4/17/2016,36,53,45,602,1841
4/18/2016,37,58,48,602,1841
4/19/2016,38,54,46,601,1842
4/20/2016,,,,600,1842
4/21/2016,44,55,50,600,1842
4/22/2016,44,56,50,559,1843
4/23/2016,43,57,50,558,1843
4/24/2016,42,59,51,558,1843
4/25/2016,40,55,48,557,1844
4/26/2016,42,57,50,556,1844
4/27/2016,40,61,51,556,1844
4/28/2016,43,57,50,555,1845
4/29/2016,44,61,53,554,1845
4/30/2016,39,57,48,554,1845
5/1/2016,38,60,49,553,1846
5/2/2016,45,63,54,553,1846
5/3/2016,43,60,52,552,1846
5/4/2016,44,65,55,552,1847
5/5/2016,44,58,51,551,1847
5/6/2016,41,56,49,550,1847
5/7/2016,38,55,47,550,1848
5/8/2016,40,53,47,550,1848
5/9/2016,36,52,44,549,1849
5/10/2016,34,52,43,549,1849
5/11/2016,36,54,45,548,1849
5/12/2016,37,53,45,548,1850
5/13/2016,38,50,44,547,1850
5/14/2016,39,61,50,547,1851
5/15/2016,44,59,52,547,1851
5/16/2016,43,60,52,546,1851
5/17/2016,43,60,52,546,1852
5/18/2016,43,58,51,546,1852
5/19/2016,40,61,51,545,1853
5/20/2016,41,57,49,545,1853
5/21/2016,40,58,49,545,1853
5/22/2016,38,56,47,545,1854
5/23/2016,36,51,44,544,1854
5/24/2016,33,51,42,544,1855
5/25/2016,36,49,43,544,1855
5/26/2016,36,52,44,544,1855
5/27/2016,35,52,44,544,1856
5/28/2016,39,51,45,543,1856
5/29/2016,39,53,46,543,1856
5/30/2016,38,55,47,543,1857
5/31/2016,44,54,49,543,1857
6/1/2016,41,54,48,543,1858
6/2/2016,40,58,49,543,1858
6/3/2016,41,56,49,543,1858
6/4/2016,44,60,52,543,1859
6/5/2016,45,58,52,543,1859
6/6/2016,44,57,51,543,1859
6/7/2016,44,59,52,543,1900
6/8/2016,45,58,52,543,1900
6/9/2016,46,60,53,543,1900
6/10/2016,44,61,53,543,1901
6/11/2016,40,54,47,543,1901
6/12/2016,40,58,49,543,1901
6/13/2016,40,58,49,544,1902
6/14/2016,38,57,48,544,1902
6/15/2016,40,55,48,544,1902
6/16/2016,42,61,52,544,1902
6/17/2016,46,60,53,544,1903
6/18/2016,41,60,51,544,1903
6/19/2016,42,60,51,545,1903
6/20/2016,41,57,49,545,1903
6/21/2016,39,56,48,545,1904
6/22/2016,40,56,48,545,1904
6/23/2016,42,56,49,545,1904
6/24/2016,42,58,50,546,1904
6/25/2016,43,56,50,546,1904
6/26/2016,41,55,48,546,1904
6/27/2016,37,53,45,546,1905
6/28/2016,39,53,46,547,1905
6/29/2016,38,54,46,547,1905
6/30/2016,43,58,51,547,1905
7/1/2016,39,57,48,548,1905
7/2/2016,43,63,53,548,1905
7/3/2016,45,67,56,548,1905
7/4/2016,44,58,51,549,1905
7/5/2016,40,54,47,549,1905
7/6/2016,38,56,47,549,1905
7/7/2016,43,61,52,550,1905
7/8/2016,43,60,52,550,1905
7/9/2016,42,56,49,550,1905
7/10/2016,39,51,45,551,1905
7/11/2016,36,50,43,551,1905
7/12/2016,38,52,45,551,1904
7/13/2016,36,54,45,552,1904
7/14/2016,39,56,48,552,1904
7/15/2016,42,57,50,553,1904
7/16/2016,39,57,48,553,1904
7/17/2016,40,54,47,553,1904
7/18/2016,39,49,44,554,1903
7/19/2016,38,52,45,554,1903
7/20/2016,40,55,48,554,1903
7/21/2016,41,62,52,555,1902
7/22/2016,40,57,49,555,1902
7/23/2016,43,52,48,556,1902
7/24/2016,44,51,48,556,1901
7/25/2016,42,58,50,556,1901
7/26/2016,41,59,50,557,1901
7/27/2016,39,57,48,557,1900
7/28/2016,38,59,49,557,1900
7/29/2016,37,58,48,558,1859
7/30/2016,39,57,48,558,1859
7/31/2016,41,55,48,558,1859
8/1/2016,42,56,49,559,1858
8/2/2016,40,58,49,559,1858
8/3/2016,37,57,47,559,1857
8/4/2016,40,58,49,600,1857
8/5/2016,41,62,52,600,1856
8/6/2016,37,59,48,600,1855
8/7/2016,40,58,49,601,1855
8/8/2016,42,60,51,601,1854
8/9/2016,40,60,50,601,1854
8/10/2016,42,62,52,602,1853
8/11/2016,42,60,51,602,1852
8/12/2016,44,61,53,602,1852
8/13/2016,41,54,48,603,1851
8/14/2016,42,53,48,603,1850
8/15/2016,40,56,48,603,1850
8/16/2016,39,56,48,603,1849
8/17/2016,40,60,50,604,1848
8/18/2016,42,59,51,604,1848
8/19/2016,43,57,50,604,1847
8/20/2016,37,59,48,604,1846
8/21/2016,40,54,47,605,1845
8/22/2016,44,49,47,605,1845
8/23/2016,42,53,48,605,1844
8/24/2016,41,53,47,605,1843
8/25/2016,41,54,48,606,1842
8/26/2016,41,58,50,606,1841
8/27/2016,38,54,46,606,1841
8/28/2016,35,53,44,606,1840
8/29/2016,38,50,44,607,1839
8/30/2016,37,58,48,607,1838
8/31/2016,42,49,46,607,1837
9/1/2016,40,54,47,607,1836
9/2/2016,41,59,50,607,1836
9/3/2016,41,52,47,608,1835
9/4/2016,41,52,47,608,1834
9/5/2016,40,55,48,608,1833
9/6/2016,39,59,49,608,1832
9/7/2016,37,55,46,608,1831
9/8/2016,36,52,44,609,1830
9/9/2016,38,55,47,609,1829
9/10/2016,39,56,48,609,1828
9/11/2016,37,56,47,609,1828
9/12/2016,42,57,50,609,1827
9/13/2016,42,57,50,610,1826
9/14/2016,39,52,46,610,1825
9/15/2016,38,46,42,610,1824
9/16/2016,39,54,47,610,1823
9/17/2016,42,55,49,610,1822
9/18/2016,41,57,49,611,1821
9/19/2016,42,60,51,611,1820
9/20/2016,42,59,51,611,1819
9/21/2016,44,59,52,611,1819
9/22/2016,41,55,48,611,1818
9/23/2016,40,55,48,612,1817
9/24/2016,40,54,47,612,1816
9/25/2016,38,55,47,612,1815
9/26/2016,41,58,50,612,1814
9/27/2016,37,50,44,612,1813
9/28/2016,36,53,45,613,1812
9/29/2016,36,59,48,613,1811
9/30/2016,39,58,49,613,1811
10/1/2016,39,56,48,613,1810
10/2/2016,37,55,46,614,1809
10/3/2016,38,49,44,614,1808
10/4/2016,40,51,46,614,1807
10/5/2016,37,53,45,614,1806
10/6/2016,38,50,44,615,1805
10/7/2016,36,52,44,615,1805
10/8/2016,38,52,45,615,1804
10/9/2016,35,55,45,615,1803
10/10/2016,41,56,49,616,1802
10/11/2016,40,56,48,616,1801
10/12/2016,38,63,51,616,1801
10/13/2016,42,62,52,616,1800
10/14/2016,45,63,54,617,1759
10/15/2016,45,64,55,617,1758
10/16/2016,40,58,49,617,1758
10/17/2016,39,58,49,618,1757
10/18/2016,40,56,48,618,1756
10/19/2016,39,57,48,618,1755
10/20/2016,38,51,45,619,1755
10/21/2016,38,55,47,619,1754
10/22/2016,37,56,47,620,1753
10/23/2016,42,62,52,620,1753
10/24/2016,42,61,52,620,1752
10/25/2016,38,56,47,621,1752
10/26/2016,40,59,50,621,1751
10/27/2016,40,58,49,622,1750
10/28/2016,41,55,48,622,1750
10/29/2016,38,54,46,622,1749
10/30/2016,39,55,47,623,1749
10/31/2016,40,56,48,623,1748
11/1/2016,42,55,49,624,1748
11/2/2016,38,58,48,624,1747
11/3/2016,42,59,51,625,1747
11/4/2016,40,58,49,625,1746
11/5/2016,41,58,50,626,1746
11/6/2016,38,59,49,626,1746
11/7/2016,38,56,47,627,1745
11/8/2016,38,53,46,627,1745
11/9/2016,41,54,48,628,1745
11/10/2016,43,54,49,628,1744
11/11/2016,40,54,47,629,1744
11/12/2016,36,54,45,629,1744
11/13/2016,38,57,48,630,1743
11/14/2016,41,57,49,630,1743
11/15/2016,40,56,48,631,1743
11/16/2016,41,54,48,632,1743
11/17/2016,40,56,48,632,1743
11/18/2016,40,57,49,633,1743
11/19/2016,41,58,50,633,1742
11/20/2016,41,54,48,634,1742
11/21/2016,38,53,46,635,1742
11/22/2016,36,52,44,635,1742
11/23/2016,41,57,49,636,1742
11/24/2016,39,55,47,636,1742
11/25/2016,39,56,48,637,1742
11/26/2016,42,57,50,638,1742
11/27/2016,41,56,49,638,1742
11/28/2016,38,54,46,639,1742
11/29/2016,38,52,45,640,1742
11/30/2016,34,46,40,640,1743
12/1/2016,31,37,34,641,1743
12/2/2016,32,38,35,641,1743
12/3/2016,35,44,40,642,1743
12/4/2016,37,44,41,643,1743
12/5/2016,42,52,47,643,1743
12/6/2016,40,52,46,644,1744
12/7/2016,37,49,43,645,1744
12/8/2016,40,51,46,645,1744
12/9/2016,39,50,45,646,1745
12/10/2016,39,43,41,646,1745
12/11/2016,37,50,44,647,1745
12/12/2016,36,49,43,648,1746
12/13/2016,36,48,42,648,1746
12/14/2016,36,53,45,649,1746
12/15/2016,33,55,44,649,1747
12/16/2016,34,44,39,650,1747
12/17/2016,35,48,42,650,1748
12/18/2016,33,41,37,651,1748
12/19/2016,37,50,44,651,1749
12/20/2016,38,51,45,652,1749
12/21/2016,37,53,45,652,1750
12/22/2016,38,56,47,653,1750
12/23/2016,39,55,47,653,1751
12/24/2016,37,56,47,654,1751
12/25/2016,36,48,42,654,1752
12/26/2016,35,49,42,655,1752
12/27/2016,35,53,44,655,1753
12/28/2016,35,51,43,655,1753
12/29/2016,29,45,37,656,1754
12/30/2016,33,45,39,656,1755
12/31/2016,33,43,38,657,1755
1/1/2017,31,46,39,657,1756
1/2/2017,34,52,43,657,1756
1/3/2017,35,51,43,657,1757
1/4/2017,34,50,42,658,1757
1/5/2017,33,46,40,658,1758
1/6/2017,34,48,41,658,1759
1/7/2017,33,48,41,658,1759
1/8/2017,33,52,43,659,1800
1/9/2017,39,55,47,659,1801
1/10/2017,36,53,45,659,1801
1/11/2017,34,50,42,659,1802
1/12/2017,29,49,39,659,1803
1/13/2017,34,52,43,659,1803
1/14/2017,37,50,44,659,1804
1/15/2017,35,55,45,659,1804
1/16/2017,38,51,45,700,1805
1/17/2017,39,54,47,700,1806
1/18/2017,38,54,46,700,1806
1/19/2017,43,57,50,700,1807
1/20/2017,41,61,51,659,1808
1/21/2017,36,54,45,659,1808
1/22/2017,34,49,42,659,1809
1/23/2017,31,48,40,659,1810
1/24/2017,30,45,38,659,1810
1/25/2017,29,50,40,659,1811
1/26/2017,38,54,46,659,1811
1/27/2017,42,59,51,659,1812
1/28/2017,36,55,46,658,1813
1/29/2017,34,52,43,658,1813
1/30/2017,31,49,40,658,1814
1/31/2017,33,52,43,658,1814
2/1/2017,32,48,40,657,1815
2/2/2017,31,51,41,657,1816
2/3/2017,34,47,41,657,1816
2/4/2017,33,52,43,656,1817
2/5/2017,40,57,49,656,1817
2/6/2017,41,55,48,655,1818
2/7/2017,38,51,45,655,1818
2/8/2017,38,54,46,655,1819
2/9/2017,40,55,48,654,1819
2/10/2017,44,56,50,654,1820
2/11/2017,33,53,43,653,1820
2/12/2017,32,53,43,653,1821
2/13/2017,38,56,47,652,1821
2/14/2017,41,58,50,652,1822
2/15/2017,41,56,49,651,1822
2/16/2017,37,57,47,651,1823
2/17/2017,40,57,49,650,1823
2/18/2017,37,52,45,649,1823
2/19/2017,32,47,40,649,1824
2/20/2017,28,46,37,648,1824
2/21/2017,25,40,33,647,1825
2/22/2017,27,42,35,647,1825
2/23/2017,25,42,34,646,1825
2/24/2017,25,45,35,646,1826
2/25/2017,31,47,39,645,1826
2/26/2017,36,43,40,644,1827
2/27/2017,33,43,38,643,1827
2/28/2017,34,43,39,643,1827
3/1/2017,33,44,39,642,1828
3/2/2017,34,48,41,641,1828
3/3/2017,34,52,43,640,1828
3/4/2017,33,53,43,640,1829
3/5/2017,36,51,44,639,1829
3/6/2017,34,50,42,638,1829
3/7/2017,34,52,43,637,1830
3/8/2017,36,49,43,637,1830
3/9/2017,35,46,41,636,1830
3/10/2017,33,48,41,635,1831
3/11/2017,31,42,37,634,1831
3/12/2017,31,45,38,633,1831
3/13/2017,34,50,42,632,1832
3/14/2017,35,54,45,632,1832
3/15/2017,38,56,47,631,1832
3/16/2017,35,55,45,630,1832
3/17/2017,36,56,46,629,1833
3/18/2017,39,59,49,628,1833
3/19/2017,40,55,48,627,1833
3/20/2017,38,56,47,626,1833
3/21/2017,39,60,50,626,1834
3/22/2017,41,61,51,625,1834
3/23/2017,36,51,44,624,1834
3/24/2017,38,58,48,623,1834
3/25/2017,35,56,46,622,1835
3/26/2017,35,57,46,621,1835
3/27/2017,39,59,49,620,1835
3/28/2017,40,56,48,620,1835
3/29/2017,41,58,50,619,1836
3/30/2017,37,56,47,618,1836
3/31/2017,39,53,46,617,1836
4/1/2017,35,54,45,616,1836
4/2/2017,36,54,45,615,1837
4/3/2017,38,55,47,614,1837
4/4/2017,41,61,51,614,1837
4/5/2017,46,64,55,613,1838
4/6/2017,45,62,54,612,1838
4/7/2017,46,63,55,611,1838
4/8/2017,42,64,53,610,1838
4/9/2017,41,57,49,610,1839
4/10/2017,38,53,46,609,1839
4/11/2017,36,56,46,608,1839
4/12/2017,34,48,41,607,1839
4/13/2017,36,55,46,606,1840
4/14/2017,34,47,41,606,1840
4/15/2017,34,51,43,605,1840
4/16/2017,37,53,45,604,1841
4/17/2017,35,54,45,603,1841
4/18/2017,36,52,44,602,1841
4/19/2017,,,,602,1841
4/20/2017,35,53,44,601,1842
4/21/2017,35,56,46,600,1842
4/22/2017,38,61,50,600,1842
4/23/2017,39,55,47,559,1843
4/24/2017,38,55,47,558,1843
4/25/2017,40,60,50,558,1843
4/26/2017,44,59,52,557,1844
4/27/2017,42,58,50,556,1844
4/28/2017,35,53,44,556,1844
4/29/2017,36,50,43,555,1845
4/30/2017,35,44,40,554,1845
5/1/2017,35,46,41,554,1845
5/2/2017,35,49,42,553,1846
5/3/2017,36,47,42,553,1846
5/4/2017,38,60,49,552,1846
5/5/2017,38,60,49,552,1847
5/6/2017,40,61,51,551,1847
5/7/2017,39,56,48,550,1847
5/8/2017,38,57,48,550,1848
5/9/2017,36,56,46,550,1848
5/10/2017,35,53,44,549,1849
5/11/2017,36,50,43,549,1849
5/12/2017,37,58,48,548,1849
5/13/2017,38,55,47,548,1850
5/14/2017,36,55,46,547,1850
5/15/2017,34,53,44,547,1851
5/16/2017,35,53,44,547,1851
5/17/2017,34,53,44,546,1851
5/18/2017,35,49,42,546,1852
5/19/2017,35,51,43,546,1852
5/20/2017,39,57,48,545,1853
5/21/2017,43,56,50,545,1853
5/22/2017,43,63,53,545,1853
5/23/2017,43,65,54,545,1854
5/24/2017,42,53,48,544,1854
5/25/2017,38,53,46,544,1855
5/26/2017,35,50,43,544,1855
5/27/2017,33,48,41,544,1855
5/28/2017,32,49,41,544,1856
5/29/2017,38,53,46,543,1856
5/30/2017,36,56,46,543,1856
5/31/2017,43,58,51,543,1857
6/1/2017,45,62,54,543,1857
6/2/2017,44,64,54,543,1858
6/3/2017,44,63,54,543,1858
6/4/2017,44,63,54,543,1858
6/5/2017,43,59,51,543,1859
6/6/2017,42,60,51,543,1859
6/7/2017,43,62,53,543,1859
6/8/2017,47,64,56,543,1900
6/9/2017,46,66,56,543,1900
6/10/2017,43,62,53,543,1900
6/11/2017,41,61,51,543,1901
6/12/2017,42,58,50,543,1901
6/13/2017,40,60,50,543,1901
6/14/2017,39,57,48,544,1902
6/15/2017,39,55,47,544,1902
6/16/2017,40,58,49,544,1902
6/17/2017,42,59,51,544,1902
6/18/2017,46,60,53,544,1903
6/19/2017,46,65,56,544,1903
6/20/2017,47,64,56,545,1903
6/21/2017,47,62,55,545,1903
6/22/2017,46,61,54,545,1904
6/23/2017,45,57,51,545,1904
6/24/2017,45,62,54,545,1904
6/25/2017,44,57,51,546,1904
6/26/2017,40,62,51,546,1904
6/27/2017,45,63,54,546,1904
6/28/2017,41,56,49,546,1905
6/29/2017,42,61,52,547,1905
6/30/2017,44,61,53,547,1905
7/1/2017,40,57,49,547,1905
7/2/2017,39,54,47,548,1905
7/3/2017,42,59,51,548,1905
7/4/2017,40,56,48,548,1905
7/5/2017,40,56,48,549,1905
7/6/2017,41,57,49,549,1905
7/7/2017,40,59,50,549,1905
7/8/2017,39,58,49,550,1905
7/9/2017,40,54,47,550,1905
7/10/2017,38,53,46,550,1905
7/11/2017,39,55,47,551,1905
7/12/2017,40,57,49,551,1905
7/13/2017,39,58,49,551,1904
7/14/2017,38,54,46,552,1904
7/15/2017,36,52,44,552,1904
7/16/2017,42,58,50,553,1904
7/17/2017,42,57,50,553,1904
7/18/2017,41,53,47,553,1904
7/19/2017,40,59,50,554,1903
7/20/2017,41,61,51,554,1903
7/21/2017,40,60,50,554,1903
7/22/2017,42,60,51,555,1902
7/23/2017,40,62,51,555,1902
7/24/2017,42,53,48,556,1902
7/25/2017,40,58,49,556,1901
7/26/2017,38,58,48,556,1901
7/27/2017,43,59,51,557,1901
7/28/2017,44,60,52,557,1900
7/29/2017,41,57,49,557,1900
7/30/2017,44,61,53,558,1859
7/31/2017,44,63,54,558,1859
8/1/2017,42,56,49,558,1859
8/2/2017,39,54,47,559,1858
8/3/2017,40,54,47,559,1858
8/4/2017,42,63,53,559,1857
8/5/2017,45,65,55,600,1857
8/6/2017,43,58,51,600,1856
8/7/2017,43,58,51,600,1855
8/8/2017,42,59,51,601,1855
8/9/2017,42,58,50,601,1854
8/10/2017,41,59,50,601,1854
8/11/2017,45,63,54,602,1853
8/12/2017,47,66,57,602,1852
8/13/2017,45,62,54,602,1852
8/14/2017,43,58,51,603,1851
8/15/2017,43,59,51,603,1850
8/16/2017,43,58,51,603,1850
8/17/2017,41,58,50,603,1849
8/18/2017,42,60,51,604,1848
8/19/2017,39,56,48,604,1848
8/20/2017,40,55,48,604,1847
8/21/2017,38,49,44,604,1846
8/22/2017,40,57,49,605,1845
8/23/2017,44,59,52,605,1845
8/24/2017,44,62,53,605,1844
8/25/2017,44,61,53,605,1843
8/26/2017,41,58,50,606,1842
8/27/2017,40,58,49,606,1841
8/28/2017,38,55,47,606,1841
8/29/2017,39,52,46,606,1840
8/30/2017,37,54,46,607,1839
8/31/2017,40,59,50,607,1838
9/1/2017,44,63,54,607,1837
9/2/2017,40,56,48,607,1836
9/3/2017,42,59,51,607,1836
9/4/2017,40,58,49,608,1835
9/5/2017,40,58,49,608,1834
9/6/2017,41,55,48,608,1833
9/7/2017,37,53,45,608,1832
9/8/2017,39,53,46,608,1831
9/9/2017,38,51,45,609,1830
9/10/2017,39,53,46,609,1829
9/11/2017,41,55,48,609,1828
9/12/2017,42,58,50,609,1828
9/13/2017,43,56,50,609,1827
9/14/2017,43,59,51,610,1826
9/15/2017,42,60,51,610,1825
9/16/2017,42,60,51,610,1824
9/17/2017,45,64,55,610,1823
9/18/2017,42,60,51,610,1822
9/19/2017,39,57,48,611,1821
9/20/2017,38,50,44,611,1820
9/21/2017,39,53,46,611,1819
9/22/2017,37,50,44,611,1819
9/23/2017,39,54,47,611,1818
9/24/2017,35,54,45,612,1817
9/25/2017,39,56,48,612,1816
9/26/2017,37,56,47,612,1815
9/27/2017,39,58,49,612,1814
9/28/2017,40,60,50,612,1813
9/29/2017,41,60,51,613,1812
9/30/2017,36,51,44,613,1811
10/1/2017,37,53,45,613,1811
10/2/2017,38,54,46,613,1810
10/3/2017,39,56,48,614,1809
10/4/2017,40,60,50,614,1808
10/5/2017,42,60,51,614,1807
10/6/2017,43,58,51,614,1806
10/7/2017,41,55,48,615,1805
10/8/2017,42,58,50,615,1805
10/9/2017,48,59,54,615,1804
10/10/2017,44,59,52,615,1803
10/11/2017,44,57,51,616,1802
10/12/2017,41,57,49,616,1801
10/13/2017,39,53,46,616,1801
10/14/2017,37,54,46,616,1800
10/15/2017,39,51,45,617,1759
10/16/2017,38,57,48,617,1758
10/17/2017,40,57,49,617,1758
10/18/2017,44,60,52,618,1757
10/19/2017,42,59,51,618,1756
10/20/2017,39,54,47,618,1755
10/21/2017,39,57,48,619,1755
10/22/2017,38,53,46,619,1754
10/23/2017,38,55,47,620,1753
10/24/2017,44,54,49,620,1753
10/25/2017,44,52,48,620,1752
10/26/2017,42,60,51,621,1752
10/27/2017,40,60,50,621,1751
10/28/2017,42,59,51,622,1750
10/29/2017,40,55,48,622,1750
10/30/2017,39,53,46,622,1749
10/31/2017,37,51,44,623,1749
11/1/2017,37,54,46,623,1748
11/2/2017,37,56,47,624,1748
11/3/2017,41,57,49,624,1747
11/4/2017,41,55,48,625,1747
11/5/2017,41,58,50,625,1746
11/6/2017,44,61,53,626,1746
11/7/2017,42,62,52,626,1746
11/8/2017,42,60,51,627,1745
11/9/2017,40,58,49,627,1745
11/10/2017,39,57,48,628,1745
11/11/2017,39,53,46,628,1744
11/12/2017,36,47,42,629,1744
11/13/2017,35,49,42,629,1744
11/14/2017,36,50,43,630,1743
11/15/2017,36,50,43,630,1743
11/16/2017,34,48,41,631,1743
11/17/2017,35,51,43,632,1743
11/18/2017,36,50,43,632,1743
11/19/2017,36,47,42,633,1743
11/20/2017,34,50,42,633,1742
11/21/2017,34,48,41,634,1742
11/22/2017,33,48,41,635,1742
11/23/2017,31,47,39,635,1742
11/24/2017,35,50,43,636,1742
11/25/2017,33,47,40,636,1742
11/26/2017,33,48,41,637,1742
11/27/2017,35,45,40,638,1742
11/28/2017,40,47,44,638,1742
11/29/2017,39,49,44,639,1742
11/30/2017,39,47,43,640,1742
12/1/2017,39,49,44,640,1743
12/2/2017,34,46,40,641,1743
12/3/2017,35,50,43,641,1743
12/4/2017,36,53,45,642,1743
12/5/2017,32,49,41,643,1743
12/6/2017,33,47,40,643,1743
12/7/2017,34,50,42,644,1744
12/8/2017,33,53,43,645,1744
12/9/2017,37,58,48,645,1744
12/10/2017,35,52,44,646,1745
12/11/2017,34,54,44,646,1745
12/12/2017,35,56,46,647,1745
12/13/2017,32,45,39,648,1746
12/14/2017,30,45,38,648,1746
12/15/2017,31,44,38,649,1746
12/16/2017,32,49,41,649,1747
12/17/2017,36,52,44,650,1747
12/18/2017,36,49,43,650,1748
12/19/2017,35,43,39,651,1748
12/20/2017,33,38,36,651,1749
12/21/2017,32,39,36,652,1749
12/22/2017,31,49,40,652,1750
12/23/2017,36,50,43,653,1750
12/24/2017,36,54,45,653,1751
12/25/2017,34,50,42,654,1751
12/26/2017,35,53,44,654,1752
12/27/2017,37,53,45,655,1752
12/28/2017,36,49,43,655,1753
12/29/2017,33,52,43,655,1753
12/30/2017,36,52,44,656,1754
12/31/2017,34,54,44,656,1755
1/1/2018,35,52,44,657,1756
1/2/2018,32,56,44,657,1756
1/3/2018,35,49,42,657,1757
1/4/2018,39,55,47,658,1757
1/5/2018,38,55,47,658,1758
1/6/2018,39,58,49,658,1759
1/7/2018,38,54,46,658,1759
1/8/2018,40,53,47,659,1800
1/9/2018,34,50,42,659,1801
1/10/2018,31,47,39,659,1801
1/11/2018,31,46,39,659,1802
1/12/2018,32,52,42,659,1803
1/13/2018,37,53,45,659,1803
1/14/2018,37,54,46,659,1804
1/15/2018,36,54,45,659,1804
1/16/2018,38,55,47,700,1805
1/17/2018,37,57,47,700,1806
1/18/2018,36,54,45,700,1806
1/19/2018,37,54,46,700,1807
1/20/2018,33,50,42,659,1808
1/21/2018,34,48,41,659,1808
1/22/2018,33,48,41,659,1809
1/23/2018,33,47,40,659,1810
1/24/2018,34,47,41,659,1810
1/25/2018,34,46,40,659,1811
1/26/2018,34,43,39,659,1811
1/27/2018,35,43,39,659,1812
1/28/2018,33,43,38,658,1813
1/29/2018,31,46,39,658,1813
1/30/2018,34,50,42,658,1814
1/31/2018,33,46,40,658,1814
2/1/2018,35,51,43,657,1815
2/2/2018,37,50,44,657,1816
2/3/2018,37,50,44,657,1816
2/4/2018,34,49,42,656,1817
2/5/2018,32,48,40,656,1817
2/6/2018,31,41,36,655,1818
2/7/2018,28,42,35,655,1818
2/8/2018,30,45,38,655,1819
2/9/2018,29,45,37,654,1819
2/10/2018,31,46,39,654,1820
2/11/2018,35,49,42,653,1820
2/12/2018,36,52,44,653,1821
2/13/2018,40,55,48,652,1821
2/14/2018,41,55,48,652,1822
2/15/2018,39,56,48,651,1822
2/16/2018,38,55,47,651,1823
2/17/2018,34,42,38,650,1823
2/18/2018,33,47,40,649,1823
2/19/2018,31,43,37,649,1824
2/20/2018,31,47,39,648,1824
2/21/2018,38,43,41,647,1825
2/22/2018,35,41,38,647,1825
2/23/2018,35,45,40,646,1825
2/24/2018,37,49,43,646,1826
2/25/2018,38,46,42,645,1826
2/26/2018,37,49,43,644,1827
2/27/2018,36,51,44,643,1827
2/28/2018,39,56,48,643,1827
3/1/2018,40,53,47,642,1828
3/2/2018,40,54,47,641,1828
3/3/2018,40,52,46,640,1828
3/4/2018,38,54,46,640,1829
3/5/2018,34,46,40,639,1829
3/6/2018,31,46,39,638,1829
3/7/2018,30,44,37,637,1830
3/8/2018,31,44,38,637,1830
3/9/2018,33,46,40,636,1830
3/10/2018,35,49,42,635,1831
3/11/2018,35,52,44,634,1831
3/12/2018,39,44,42,633,1831
3/13/2018,38,44,41,632,1832
3/14/2018,39,48,44,632,1832
3/15/2018,36,47,42,631,1832
3/16/2018,36,47,42,630,1832
3/17/2018,38,49,44,629,1833
3/18/2018,36,52,44,628,1833
3/19/2018,35,48,42,627,1833
3/20/2018,35,45,40,626,1833
3/21/2018,37,46,42,626,1834
3/22/2018,36,45,41,625,1834
3/23/2018,38,50,44,624,1834
3/24/2018,33,42,38,623,1834
3/25/2018,35,49,42,622,1835
3/26/2018,34,45,40,621,1835
3/27/2018,33,53,43,620,1835
3/28/2018,35,55,45,620,1835
3/29/2018,35,52,44,619,1836
3/30/2018,33,53,43,618,1836
